day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:007923,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,SDC-1450 | item:021081
0,134.831151,63660.81,3005.0,1755.0,11.14165,594.66,8.44,5358.36849,6.82892,3.41649,21.63777,3.56265,635.04,1.196076,0.113883,0.071253,11.048681,0.170926,3.56265,3505.0,2105.0,15.455,1423.03,1077270.0
1,134.42867,62272.944,2982.0,1732.0,10.95926,589.784,8.256,5136.309976,6.791568,3.388476,21.460348,3.51596,625.296,1.18487,0.112949,0.070319,11.01413,0.169058,3.51596,3482.0,2082.0,15.202,1413.692,1077269.67816
2,133.991191,60764.394,2957.0,1707.0,10.76101,584.484,8.056,4894.942026,6.750968,3.358026,21.267498,3.46521,544.096,1.17269,0.111934,0.069304,10.976575,0.167028,3.46521,3457.0,2057.0,14.927,1403.542,1077269.291952
3,133.553711,59255.844,2932.0,1682.0,10.56276,579.184,7.856,4653.574076,6.710368,3.327576,21.074648,3.41446,537.6,1.16051,0.110919,0.068289,10.93902,0.164998,3.41446,3432.0,2032.0,14.652,1393.392,1077268.89287
4,133.116232,57747.294,2907.0,1657.0,10.36451,573.884,7.656,4412.206126,6.669768,3.297126,20.881798,3.36371,537.6,1.14833,0.109904,0.067274,10.901465,0.162968,3.36371,3407.0,2007.0,14.377,1383.242,1077268.491214
5,132.678752,56238.744,2882.0,1632.0,10.16626,568.584,7.456,4170.838176,6.629168,3.266676,20.688948,3.31296,537.6,1.13615,0.108889,0.066259,10.86391,0.160938,3.31296,3382.0,1982.0,14.102,1373.092,1077268.089043
6,132.274295,54844.061768,2858.88704,1608.88704,9.982974,563.684052,7.271096,3947.689065,6.591633,3.238524,20.510655,3.266041,624.929106,1.12489,0.107951,0.065321,10.82919,0.159062,3.266041,3358.88704,1958.88704,13.847757,1363.708138,1077267.686769
7,131.913416,53599.653321,2838.264448,1588.264448,9.819437,559.312063,7.106116,3748.583755,6.558141,3.213406,20.351572,3.224177,557.946927,1.114842,0.107114,0.064484,10.798211,0.157387,3.224177,3338.264448,1938.264448,13.620909,1355.335366,1077267.284474
8,131.508756,52204.273632,2815.13993,1565.13993,9.63606,554.409665,6.921119,3705.323051,6.520587,3.18524,20.173189,3.177234,482.838491,1.103576,0.106175,0.063545,10.763473,0.155509,3.177234,3315.13993,1915.13993,13.366539,1345.946811,1077266.882175
9,131.071277,50695.723632,2790.13993,1540.13993,9.43781,549.109665,6.721119,3463.955101,6.479987,3.15479,19.980339,3.126484,543.691564,1.091396,0.10516,0.06253,10.725918,0.153479,3.177234,3290.13993,1890.13993,13.091539,1335.796811,1077266.479875
10,130.633797,49187.173632,2765.13993,1515.13993,9.23956,543.809665,6.521119,3222.587151,6.439387,3.12434,19.787489,3.075734,537.6,1.079216,0.104145,0.061515,10.688363,0.151449,3.126484,3265.13993,1890.13993,12.816539,1325.646811,1077266.077575
11,130.196318,47678.623632,2740.13993,1490.13993,9.04131,538.509665,6.321119,2981.219201,6.398787,3.09389,19.594639,3.024984,537.6,1.067036,0.10313,0.0605,10.650808,0.149419,3.075734,3240.13993,1865.13993,12.541539,1315.496811,1077265.675275
