day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,0.0,40.0,554.1983,1072122.6805,42313.4541,268.8359,42.7672,1035.84,0.0,0.0,0.0
1,47.5,0.0,87.5,0.0,86.228,448.9037,1069948.6908,42249.8602,273.3424,76.1484,2413.68,0.0,16.866,0.0
2,52.5,0.0,140.0,178.064,136.4902,525.1851,1067767.3061,42180.7125,317.6427,83.6232,2413.68,0.0,1525.416,0.0
3,60.0,0.0,200.0,103.28,178.7296,509.8955,1065568.9258,42111.5333,309.9833,88.0915,2413.68,0.0,3033.966,0.0
4,55.0,18.432,236.568,145.712,211.7165,533.2304,1063402.9304,42042.3313,328.5427,91.9337,2413.68,0.0,4542.516,0.0
5,50.0,39.6288,246.9392,309.6873,236.2556,1529.6994,1061401.8846,41973.1181,794.2059,104.5831,2413.68,1035.84,5015.226,0.0
6,45.0,44.2368,247.7024,254.6581,250.4232,2301.1007,1060076.5514,41930.5514,1157.5703,112.9019,2417.9652,2413.68,4037.6618,527.9925
7,40.0,23.04,264.6624,315.2053,254.6807,2154.8978,1059183.491,41897.976,1094.5239,126.7276,2503.9822,2413.68,2943.8178,1055.985
8,47.5,69.12,243.0424,139.3186,260.3254,2238.0291,1057792.5479,41858.8922,1142.7685,150.5083,2573.68,2413.68,2023.7452,1583.9775
9,52.5,0.0,295.5424,164.2791,267.9019,2221.0568,1056374.7621,41814.9403,1121.9183,151.1792,2573.68,2413.68,1294.0427,2111.97
10,60.0,67.3809,288.1615,89.5804,275.3716,2221.1343,1054822.219,41770.9775,1122.4987,151.9972,2573.68,2413.68,564.3402,2639.9625
11,55.0,0.0,343.1615,100.9977,282.0762,2223.0022,1053357.4582,41727.0133,1103.6649,143.6036,2085.5175,2417.9652,318.5151,3167.955
12,50.0,65.6525,327.509,294.0497,287.2869,2349.9767,1051979.013,41683.0488,1137.5122,141.2434,1255.815,2503.9822,328.3843,3695.9475
13,45.0,19.0058,353.5033,437.595,287.3826,2399.6717,1050955.7955,41644.6896,1129.5078,131.8074,312.2471,2573.68,264.4484,4241.44
14,40.0,44.3516,349.1517,113.6367,281.4339,2314.9771,1049859.6191,41613.6365,1076.7932,127.2491,160.0,2573.68,192.6388,4082.6703
15,47.5,65.0858,331.5659,350.6134,279.6867,2347.928,1048748.7151,41581.9807,1086.8185,127.4031,160.0,2573.68,130.8369,3668.0035
16,52.5,111.1658,272.9001,538.4589,281.9126,2378.727,1047115.4265,41519.2037,1098.8255,127.9663,160.0,2085.5175,76.5369,3371.2222
17,60.0,42.0458,290.8543,306.1441,285.5101,2357.5765,1044514.8377,41423.2502,1084.6167,128.1493,160.0442,1255.815,22.2369,3074.441
18,55.0,0.0,345.8543,749.2285,289.4125,2370.9392,1041445.7593,41289.5682,1098.7423,119.2458,138.5353,312.2471,0.0,2777.6597
